"method","dataset","selection","group","instance","auc","bedroc_20","ef_0.05","ef_0.01","ef_0.005"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci2005274","random_02_30_100_20_4900_M","CHK1","004","0.8843067183989898","0.7811588845909015","15.990243902439024","73.755","137.676"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci2005274","random_02_30_100_20_4900_M","CHK1","005","0.9091772151899339","0.8769378327497156","17.992682926829268","83.606","127.86800000000001"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci2005274","random_02_30_100_20_4900_M","CHK1","006","0.8853553921568905","0.7614061983854924","14.987804878048781","73.74","147.48"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci2005274","random_02_30_100_20_4900_M","CHK1","007","0.8532897425418605","0.699930131049226","13.982926829268294","63.882000000000005","127.76400000000001"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci2005274","random_02_30_100_20_4900_M","CHK1","008","0.9040008164931432","0.7966793613835977","15.996747967479674","73.785","127.894"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci2005274","random_02_30_100_20_4900_M","CHK1","009","0.9509391588403665","0.8296929371666134","16.993089430894308","68.852","137.704"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci2005274","random_02_30_100_20_4900_M","CHK1","010","0.8885769701919485","0.6673663486938646","12.994715447154471","63.934000000000005","127.86800000000001"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci5005515","random_02_30_100_20_4900_M","HDAC01","001","0.7820102040815864","0.3610641528444892","10.0","9.84","9.84"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci5005515","random_02_30_100_20_4900_M","HDAC01","002","0.8133571428571118","0.43586953221949115","9.0","29.52","39.36"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci5005515","random_02_30_100_20_4900_M","HDAC01","003","0.873785714285693","0.6404320446183837","14.0","49.2","78.72"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci5005515","random_02_30_100_20_4900_M","HDAC01","004","0.9090408163265156","0.5978683331110675","13.0","34.44","68.88"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci5005515","random_02_30_100_20_4900_M","HDAC01","005","0.8316836734693579","0.48009917931931295","11.0","29.52","49.2"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci5005515","random_02_30_100_20_4900_M","HDAC01","006","0.7888163265305699","0.5057475198615603","12.0","29.52","59.04"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci5005515","random_02_30_100_20_4900_M","HDAC01","007","0.8437551020407782","0.605741556081046","12.0","39.36","78.72"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci5005515","random_02_30_100_20_4900_M","HDAC01","008","0.7213571428570844","0.35608751996187077","8.0","19.68","39.36"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci5005515","random_02_30_100_20_4900_M","HDAC01","009","0.8319795918367229","0.3551201382355378","9.0","19.68","39.36"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fci5005515","random_02_30_100_20_4900_M","HDAC01","010","0.890673469387744","0.6037691935575157","13.0","44.28","68.88"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","DHFR","001","0.9884594421668752","0.9501064739620892","18.867011278195488","93.91578947368421","183.74828375286043"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","DHFR","002","0.99952337450848","0.9908050036617962","20.0","99.11111111111111","193.91304347826087"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","DHFR","003","0.9781503150314917","0.9252419968348718","18.932142857142857","84.32000000000001","155.2695652173913"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","DHFR","004","0.9964185179800973","0.9581381907976402","18.77310924369748","93.4483660130719","182.83375959079285"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","DHFR","005","0.9996740874448455","0.9938591979019251","19.955156950672645","98.88888888888889","182.7294685990338"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","DHFR","006","0.9995895828669502","0.9923145126633547","19.933333333333334","99.66666666666667","184.16666666666666"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","DHFR","007","0.9964205312922106","0.9473665196645817","19.919642857142858","84.28222222222222","164.9"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","DHFR","008","0.9997217179279912","0.9946895268655948","19.982062780269057","99.02222222222223","182.34271099744245"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","DHFR","009","0.9776650890241246","0.9412177420136487","18.987219730941703","94.09222222222222","174.40434782608696"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","DHFR","010","0.9991130100192389","0.9837067193089069","19.93303571428571","93.70987654320987","172.56038647342996"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","P38","001","0.996042351973684","0.9476599150175328","18.93795918367347","89.70612244897958","156.288"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","P38","002","0.9982460596823554","0.969167281770073","20.0","87.87515006002401","160.75294117647059"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","P38","003","0.9724758379600881","0.9394398361853616","18.93408163265306","89.68775510204082","166.022"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","P38","004","0.9995267489711934","0.9911712415792473","20.0","99.59183673469389","175.68"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","P38","005","0.99668519662343","0.9483951187540984","19.987704918032787","84.60102040816327","146.31"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","P38","006","0.9983532317826267","0.9766825228709074","19.991803278688526","94.5734693877551","185.364"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","P38","007","0.9794996751137153","0.867291661830142","17.89106988783434","73.36842105263158","143.80210526315787"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","P38","008","0.956996808568192","0.8883856446615944","17.836305048335124","89.18152524167562","154.23157894736843"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","P38","009","0.9946776983464579","0.9436575713969568","18.823529411764707","93.73349339735894","149.2705882352941"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm300687e","random_02_30_100_20_4900_M","P38","010","0.9947863071962678","0.9352959286064096","18.877276867030968","88.47165532879818","151.7288888888889"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm500132p","random_02_30_100_20_4900_M","PXR_Agonist","001","0.8726309287735207","0.796251557711257","15.776531492666091","78.5606874328679","153.97894736842105"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm500132p","random_02_30_100_20_4900_M","PXR_Agonist","002","0.8748427241324109","0.7882456265159087","15.539617486338797","77.38095238095238","151.66666666666666"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm500132p","random_02_30_100_20_4900_M","PXR_Agonist","003","0.8804133324658754","0.7899920944578462","15.766824849007763","73.2781954887218","143.62526315789475"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm500132p","random_02_30_100_20_4900_M","PXR_Agonist","004","0.6888956200399619","0.5382553268993052","10.570877531340404","52.63865546218488","103.17176470588235"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm500132p","random_02_30_100_20_4900_M","PXR_Agonist","005","0.844782915063161","0.7857512146764479","15.770060396893873","73.29323308270678","143.65473684210528"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm500132p","random_02_30_100_20_4900_M","PXR_Agonist","006","0.9397072050106787","0.879804188575773","17.88006902502157","83.79806659505907","164.24421052631578"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm500132p","random_02_30_100_20_4900_M","PXR_Agonist","007","0.8354085202716476","0.6653366321075682","12.997336065573771","59.74285714285715","117.096"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm500132p","random_02_30_100_20_4900_M","PXR_Agonist","008","0.7321009268795143","0.6037479698056263","11.987704918032787","54.719387755102034","107.25"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm500132p","random_02_30_100_20_4900_M","PXR_Agonist","009","0.8985403595462189","0.7763872060931738","15.776531492666091","73.32330827067669","133.44842105263157"
"method_rdkit_ecfc2_tanimoto","10.1021%2Fjm500132p","random_02_30_100_20_4900_M","PXR_Agonist","010","0.9021673102790347","0.8132502130104164","16.81104400345125","73.24812030075188","133.31157894736842"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","5HT1F_Agonist","001","0.9536122448979454","0.8596699407400703","18.0","73.8","147.6"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","5HT1F_Agonist","002","0.9703571428571388","0.8418246839082675","18.0","73.8","147.6"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","5HT1F_Agonist","003","0.9337755102040596","0.7992702799812188","17.0","68.88","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","5HT1F_Agonist","004","0.9468469387754869","0.855808411460074","17.0","73.8","147.6"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","5HT1F_Agonist","005","0.902765306122422","0.629296479310048","12.0","44.28","88.56"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","5HT1F_Agonist","006","0.9309285714285475","0.8083482668021399","17.0","68.88","127.92"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","5HT1F_Agonist","007","0.9831020408163264","0.8319179258859052","16.0","73.8","147.6"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","5HT1F_Agonist","008","0.9343877551020178","0.8116275297915204","16.0","68.88","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","5HT1F_Agonist","009","0.9464897959183507","0.8407718741534126","17.0","73.8","147.6"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","5HT1F_Agonist","010","0.9809183673469338","0.8695116708178194","18.0","73.8","127.92"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","MTR1B_Agonist","001","0.9862244897959176","0.8744178987801458","17.0","83.64","157.44"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","MTR1B_Agonist","002","0.9852653061224489","0.8591351391223256","18.0","68.88","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","MTR1B_Agonist","003","0.9995918367346939","0.9923220252306983","20.0","98.4","167.28"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","MTR1B_Agonist","004","0.9849183673469368","0.8538607845314142","18.0","68.88","127.92"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","MTR1B_Agonist","005","0.9922653061224483","0.9118374846287247","19.0","83.64","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","MTR1B_Agonist","006","0.9741428571428508","0.8733422692498946","18.0","83.64","118.08"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","MTR1B_Agonist","007","0.9951734693877553","0.9387530637689925","19.0","83.64","147.6"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","MTR1B_Agonist","008","0.9932244897959185","0.917311885616978","19.0","83.64","167.28"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","MTR1B_Agonist","009","0.9973061224489796","0.95779930358415","20.0","93.47999999999999","147.6"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","MTR1B_Agonist","010","0.9990102040816327","0.9822402266273647","20.0","93.47999999999999","167.28"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","OPRM_Agonist","001","0.9878775510204058","0.8980597263949011","19.0","78.72","157.44"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","OPRM_Agonist","002","0.9744795918367317","0.8702552669392387","18.0","78.72","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","OPRM_Agonist","003","0.9866020408163251","0.8820653104128525","17.0","83.64","167.28"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","OPRM_Agonist","004","0.983530612244893","0.9124391082612053","18.0","88.56","167.28"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","OPRM_Agonist","005","0.9511224489795684","0.9089298254506092","19.0","83.64","147.6"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","OPRM_Agonist","006","0.8748673469387394","0.8086120520496991","17.0","68.88","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","OPRM_Agonist","007","0.9530204081632434","0.9012356380945451","18.0","88.56","127.92"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","OPRM_Agonist","008","0.9989183673469388","0.9808059941963972","20.0","93.47999999999999","177.12"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","OPRM_Agonist","009","0.9960816326530613","0.9398547498146116","20.0","78.72","157.44"
"method_rdkit_ecfp2_1024_tanimoto","10.1016%2Fj.ymeth.2014.11.015","random_02_30_100_20_4900_M","OPRM_Agonist","010","0.9416938775510022","0.8168397343244028","17.0","73.8","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2B_Antagonist","001","0.8454693877550712","0.6393660868173459","12.0","59.04","118.08"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2B_Antagonist","002","0.7803163265305796","0.4370958459301996","9.0","34.44","59.04"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2B_Antagonist","003","0.937846938775493","0.7782855571852068","16.0","68.88","118.08"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2B_Antagonist","004","0.8743163265305881","0.7088896146719927","15.0","59.04","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2B_Antagonist","005","0.6830612244897604","0.3457996758295721","7.0","29.52","59.04"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2B_Antagonist","006","0.8078571428571136","0.4794920841124704","10.0","39.36","68.88"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2B_Antagonist","007","0.9073163265305962","0.6567196898147234","13.0","59.04","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2B_Antagonist","008","0.7954183673469098","0.4568995499788288","9.0","34.44","68.88"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2B_Antagonist","009","0.7830408163265077","0.563620124462054","11.0","54.120000000000005","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2B_Antagonist","010","0.7482755102040419","0.4750689568371357","10.0","44.28","68.88"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2C_Antagonist","001","0.8665102040816103","0.661389253879494","14.0","59.04","118.08"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2C_Antagonist","002","0.8127244897958821","0.574202879348579","12.0","39.36","78.72"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2C_Antagonist","003","0.8013571428570999","0.6462362555623241","13.0","59.04","118.08"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2C_Antagonist","004","0.7646734693877326","0.5181343441466566","10.0","44.28","78.72"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2C_Antagonist","005","0.9260714285714103","0.7244754824896978","16.0","63.96","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2C_Antagonist","006","0.9372755102040812","0.7888925641461907","16.0","73.8","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2C_Antagonist","007","0.9079999999999919","0.6679528908023808","14.0","54.120000000000005","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2C_Antagonist","008","0.9018265306122292","0.5060834006364479","10.0","34.44","68.88"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2C_Antagonist","009","0.8111326530612002","0.5132770487651495","11.0","44.28","78.72"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","5HT2C_Antagonist","010","0.8492551020407941","0.5565611911698193","12.0","44.28","88.56"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ACM1_Agonist","001","0.8982040816326416","0.6751223284725288","14.0","54.120000000000005","78.72"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ACM1_Agonist","002","0.8316632653061042","0.49082399291102896","11.0","29.52","59.04"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ACM1_Agonist","003","0.7589795918367241","0.5581631317809133","12.0","49.2","68.88"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ACM1_Agonist","004","0.916153061224488","0.6665385511360292","14.0","54.120000000000005","78.72"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ACM1_Agonist","005","0.846591836734675","0.6023755346865723","12.0","59.04","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ACM1_Agonist","006","0.9733414982649522","0.7319978393106601","14.996951219512194","54.109","78.704"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ACM1_Agonist","007","0.9447857142856975","0.8221024257010565","18.0","68.88","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ACM1_Agonist","008","0.8862551020407973","0.669853457478146","15.0","54.120000000000005","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ACM1_Agonist","009","0.9732857142857121","0.7431650007563003","15.0","59.04","108.24000000000001"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ACM1_Agonist","010","0.9738979591836703","0.7425073685385118","16.0","49.2","88.56"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2A_Antagonist","001","0.8769999999999806","0.5719190063222421","11.0","44.28","78.72"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2A_Antagonist","002","0.8789183673469245","0.6423196393321294","13.0","59.04","108.24000000000001"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2A_Antagonist","003","0.9173367346938683","0.7366426249038972","15.0","68.88","108.24000000000001"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2A_Antagonist","004","0.8866836734693573","0.6958366291819675","15.0","54.120000000000005","108.24000000000001"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2A_Antagonist","005","0.9147653061224325","0.802711195249551","17.0","73.8","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2A_Antagonist","006","0.9038979591836411","0.8438787707786377","17.0","83.64","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2A_Antagonist","007","0.8100918367346671","0.4098787014221856","8.0","24.6","49.2"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2A_Antagonist","008","0.8501734693877256","0.665714816379415","13.0","59.04","108.24000000000001"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2A_Antagonist","009","0.955061224489795","0.7014036892700738","15.0","59.04","118.08"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2A_Antagonist","010","0.8831428571428381","0.7213950490252145","15.0","63.96","127.92"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2B_Antagonist","001","0.913928571428565","0.7523849426612641","16.0","63.96","108.24000000000001"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2B_Antagonist","002","0.872704081632636","0.6241757633720431","12.0","54.120000000000005","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2B_Antagonist","003","0.9148571428571391","0.7239384738112734","14.0","68.88","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2B_Antagonist","004","0.9598979591836634","0.8635255180567623","17.0","83.64","147.6"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2B_Antagonist","005","0.9729387755102035","0.7465504507248794","16.0","59.04","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2B_Antagonist","006","0.8869387755101964","0.539673008306009","11.0","34.44","68.88"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2B_Antagonist","007","0.8941632653061108","0.6721169545603416","15.0","54.120000000000005","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2B_Antagonist","008","0.8770204081632522","0.5781475635559747","13.0","39.36","78.72"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2B_Antagonist","009","0.9168469387754982","0.7563506045745202","15.0","68.88","127.92"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2B_Antagonist","010","0.9470816326530609","0.7829611328500331","16.0","73.8","137.76"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2C_Antagonist","001","0.9193469387755112","0.6557820541012914","14.0","54.120000000000005","78.72"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2C_Antagonist","002","0.9414999999999937","0.738145639910801","15.0","59.04","118.08"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2C_Antagonist","003","0.8596122448979363","0.5537983344878459","11.0","49.2","78.72"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2C_Antagonist","004","0.9368265306122298","0.7338490259795604","15.0","63.96","118.08"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2C_Antagonist","005","0.9372448979591802","0.6499449766090694","14.0","54.120000000000005","59.04"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2C_Antagonist","006","0.9208163265305889","0.721674108995974","14.0","59.04","118.08"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2C_Antagonist","007","0.9326632653061012","0.764004052645139","16.0","59.04","108.24000000000001"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2C_Antagonist","008","0.9436734693877356","0.8048148414095787","16.0","68.88","118.08"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2C_Antagonist","009","0.8912857142857058","0.6063357488192177","12.0","49.2","78.72"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","ADA2C_Antagonist","010","0.8984795918367237","0.6615264189988138","13.0","59.04","98.4"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","DRD1_Antagonist","001","0.9449693877550837","0.8640508784368568","17.0","83.64","157.44"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","DRD1_Antagonist","002","0.9842755102040763","0.911239229104398","19.0","78.72","147.6"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","DRD1_Antagonist","003","0.9500306122448822","0.8706425162477248","18.0","83.64","157.44"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","DRD1_Antagonist","004","0.9687244897959119","0.8734467200715731","18.0","78.72","147.6"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","DRD1_Antagonist","005","0.9691224489795819","0.890492630554301","18.0","78.72","157.44"
"method_rdkit_ecfp2_1024_tanimoto","10.1021%2Fci200412p","random_02_30_100_20_4900_M","DRD1_Antagonist","006","0.8864591836734631","0.6158641543185132","13.0","54.120000000000005","78.72"
